sample_id,data_source,challenge_name,vulnerability_type,cwe,severity,description,endpoint,parameter,http_method,source_code,evidence,patch,validation_test,regression_result
juiceshop_0068,,Reset Bjoern's Password,Broken_Authentication,CWE-287,Critical,Reset the password of Bjoern's internal account via the Forgot Password mechanism with the original answer to his security question.,/rest/user/reset-password,answer,POST,"-
  question: 'Your eldest siblings middle name?'
-
  question: ""Mother's maiden name?""
-
  question: ""Mother's birth date? (MM/DD/YY)""
-
  question: ""Father's birth date? (MM/DD/YY)""
-
  question: ""Maternal grandmother's first name?""
-
  question: ""Paternal grandmother's first name?""
-
  question: 'Name of your favorite pet?'
-
  question: ""Last name of dentist when you were a teenager? (Do not include 'Dr.')""
-
  question: 'Your ZIP/postal code when you were a teenager?'
-
  question: 'Company you first work for as an adult?'
-
  question: 'Your favorite book?'
-
  question: 'Your favorite movie?'
-
  question: 'Number of one of your customer or ID cards?'
-
  question: ""What's your favorite place to go hiking?""","Vulnerable code located at line(s) [18]. Security Root Cause & Remediation: When answered truthfully, all security questions are susceptible to online research (on Facebook, LinkedIn etc.) and often even brute force. If at all, they should not be used as the only factor for a security-relevant function.","# Provide password reset option via a one-time link with
# short expiration span to registered email address instead
# of allowing reset on-the-fly by answering a security
# question.",curl -s -X POST 'http://localhost:3000/rest/user/reset-password',not_tested
juiceshop_0069,,Reset Jim's Password,Broken_Authentication,CWE-287,Medium,Reset Jim's password via the Forgot Password mechanism with the original answer to his security question.,/rest/user/reset-password,answer,POST,"-
  question: 'Your eldest siblings middle name?'
-
  question: ""Mother's maiden name?""
-
  question: ""Mother's birth date? (MM/DD/YY)""
-
  question: ""Father's birth date? (MM/DD/YY)""
-
  question: ""Maternal grandmother's first name?""
-
  question: ""Paternal grandmother's first name?""
-
  question: 'Name of your favorite pet?'
-
  question: ""Last name of dentist when you were a teenager? (Do not include 'Dr.')""
-
  question: 'Your ZIP/postal code when you were a teenager?'
-
  question: 'Company you first work for as an adult?'
-
  question: 'Your favorite book?'
-
  question: 'Your favorite movie?'
-
  question: 'Number of one of your customer or ID cards?'
-
  question: ""What's your favorite place to go hiking?""","Vulnerable code located at line(s) []. Security Root Cause & Remediation: When answered truthfully, all security questions are susceptible to online research (on Facebook, LinkedIn etc.) and often even brute force. If at all, they should not be used as the only factor for a security-relevant function.","# Provide password reset option via a one-time link with
# short expiration span to registered email address instead
# of allowing reset on-the-fly by answering a security
# question.",curl -s -X POST 'http://localhost:3000/rest/user/reset-password',not_tested
juiceshop_0070,,Reset Morty's Password,Broken_Anti_Automation,CWE-799,Critical,Reset Morty's password via the Forgot Password mechanism with his obfuscated answer to his security question.,/rest/user/reset-password,answer,POST,"/* Rate limiting */
  app.enable('trust proxy')
  app.use('/rest/user/reset-password', rateLimit({
    windowMs: 5 * 60 * 1000,
    max: 100,
    keyGenerator ({ headers, ip }: { headers: any, ip: any }) { return headers['X-Forwarded-For'] ?? ip }
  }))","Vulnerable code located at line(s) [6]. Security Root Cause & Remediation: Removing the custom key generator that lets an arbitrary HTTP header take precedence over the client IP is the best option here. Now an attacker at least needs to fake their actual IP to bypass the rate limiting, as this is the default key for the RateLimit module used here. There is a functional downside though, as now users behin e.g. corporate proxies might be rate limited as a group and not individually. But with 100 allowed password resets in 5min this should not occur too frequently.","/* Rate limiting */
  app.enable('trust proxy')
  app.use('/rest/user/reset-password', rateLimit({
    windowMs: 5 * 60 * 1000,
    max: 100,
  }))",curl -s -X POST 'http://localhost:3000/rest/user/reset-password',not_tested
juiceshop_0071,,Retrieve Blueprint,Sensitive_Data_Exposure,CWE-200,Critical,Deprive the shop of earnings by downloading the blueprint for one of its products.,unknown,unknown,unknown,not_available,Juice Shop challenge [Retrieve Blueprint] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,not_available,not_tested
juiceshop_0072,,SSRF,Broken_Access_Control,CWE-285,Critical,Request a hidden resource on server through server.,unknown,unknown,unknown,not_available,Juice Shop challenge [SSRF] demonstrates Broken_Access_Control (CWE-285) under Broken Access Control.,not_available,not_available,not_tested
juiceshop_0073,,SSTi,Server_Side_Template_Injection,CWE-1336,Critical,Infect the server with juicy malware by abusing arbitrary command execution. (This challenge is potentially harmful on Docker!),/strong,unknown,unknown,not_available,Juice Shop challenge [SSTi] demonstrates Server_Side_Template_Injection (CWE-1336) under Injection.,not_available,curl -s -X unknown 'http://localhost:3000/strong',not_tested
juiceshop_0074,,Score Board,Miscellaneous_Security_Flaw,CWE-699,Low,Find the carefully hidden 'Score Board' page.,/#/score-board,not_available,GET,"const routes: Routes = [
  {
    path: 'administration',
    component: AdministrationComponent,
    canActivate: [AdminGuard]
  },
  {
    path: 'accounting',
    component: AccountingComponent,
    canActivate: [AccountingGuard]
  },
  {
    path: 'about',
    loadComponent: async () => await loadAboutComponent()
  },
  {
    path: 'address/select',
    component: AddressSelectComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/saved',
    component: SavedAddressComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/create',
    component: AddressCreateComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/edit/:addressId',
    component: AddressCreateComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'delivery-method',
    component: DeliveryMethodComponent
  },
  {
    path: 'deluxe-membership',
    component: DeluxeUserComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'saved-payment-methods',
    component: SavedPaymentMethodsComponent
  },
  {
    path: 'basket',
    component: BasketComponent
  },
  {
    path: 'order-completion/:id',
    component: OrderCompletionComponent
  },
  {
    path: 'contact',
    component: ContactComponent
  },
  {
    path: 'photo-wall',
    component: PhotoWallComponent
  },
  {
    path: 'complain',
    component: ComplaintComponent
  },
  {
    path: 'order-summary',
    component: OrderSummaryComponent
  },
  {
    path: 'order-history',
    component: OrderHistoryComponent
  },
  {
    path: 'payment/:entity',
    component: PaymentComponent
  },
  {
    path: 'wallet',
    component: WalletComponent
  },
  {
    path: 'login',
    component: LoginComponent
  },
  {
    path: 'forgot-password',
    component: ForgotPasswordComponent
  },
  {
    path: 'recycle',
    loadComponent: async () => await loadRecycleComponent()
  },
  {
    path: 'register',
    component: RegisterComponent
  },
  {
    path: 'search',
    component: SearchResultComponent
  },
  {
    path: 'hacking-instructor',
    component: SearchResultComponent
  },
  {
    path: 'score-board',
    component: ScoreBoardComponent
  },
  {
    path: 'track-result',
    component: TrackResultComponent
  },
  {
    path: 'track-result/new',
    component: TrackResultComponent,
    data: {
      type: 'new'
    }
  },
  {
    path: '2fa/enter',
    component: TwoFactorAuthEnterComponent
  },
  {
    path: 'privacy-security',
    component: PrivacySecurityComponent,
    children: [
      {
        path: 'privacy-policy',
        component: PrivacyPolicyComponent
      },
      {
        path: 'change-password',
        component: ChangePasswordComponent
      },
      {
        path: 'two-factor-authentication',
        component: TwoFactorAuthComponent
      },
      {
        path: 'data-export',
        component: DataExportComponent
      },
      {
        path: 'last-login-ip',
        component: LastLoginIpComponent
      }
    ]
  },
  {
    path: 'juicy-nft',
    component: NFTUnlockComponent
  },
  {
    path: 'wallet-web3',
    loadChildren: async () => await loadWeb3WalletModule()
  },
  {
    path: 'web3-sandbox',
    loadChildren: async () => await loadWeb3SandboxModule()
  },
  {
    path: 'chatbot',
    component: ChatbotComponent,
    children: [
      { path: '', component: ChatWelcomePageComponent },
      { path: 'conversation/:id', component: ChatConversationComponent }
    ]
  },
  {
    path: 'bee-haven',
    loadChildren: async () => await loadFaucetModule()
  },
   {
    matcher: oauthMatcher,
    data: { params: (window.location.href).substr(window.location.href.indexOf('#')) },
    component: OAuthComponent
  },
  {
    matcher: tokenMatcher,
    component: TokenSaleComponent
  },
  {
    path: 'coding-challenge/:challengeKey',
    loadComponent: async () => await loadCodingChallenge()
  },
  {
    path: '403',
    component: ErrorPageComponent
  },
  {
    path: '**',
    component: SearchResultComponent
  }
]",Vulnerable code located at line(s) [110]. Security Root Cause & Remediation: In this one-of-a-kind scenario it is really best to just leave the code unchanged. Fiddling with it might either break accessibility of the crucial Score Board screen or make it unnecessarily harder to find it.,"const routes: Routes = [
  {
    path: 'administration',
    component: AdministrationComponent,
    canActivate: [AdminGuard]
  },
  {
    path: 'accounting',
    component: AccountingComponent,
    canActivate: [AccountingGuard]
  },
  {
    path: 'about',
    loadComponent: async () => await loadAboutComponent()
  },
  {
    path: 'address/select',
    component: AddressSelectComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/saved',
    component: SavedAddressComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/create',
    component: AddressCreateComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/edit/:addressId',
    component: AddressCreateComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'delivery-method',
    component: DeliveryMethodComponent
  },
  {
    path: 'deluxe-membership',
    component: DeluxeUserComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'saved-payment-methods',
    component: SavedPaymentMethodsComponent
  },
  {
    path: 'basket',
    component: BasketComponent
  },
  {
    path: 'order-completion/:id',
    component: OrderCompletionComponent
  },
  {
    path: 'contact',
    component: ContactComponent
  },
  {
    path: 'photo-wall',
    component: PhotoWallComponent
  },
  {
    path: 'complain',
    component: ComplaintComponent
  },
  {
    path: 'order-summary',
    component: OrderSummaryComponent
  },
  {
    path: 'order-history',
    component: OrderHistoryComponent
  },
  {
    path: 'payment/:entity',
    component: PaymentComponent
  },
  {
    path: 'wallet',
    component: WalletComponent
  },
  {
    path: 'login',
    component: LoginComponent
  },
  {
    path: 'forgot-password',
    component: ForgotPasswordComponent
  },
  {
    path: 'recycle',
    loadComponent: async () => await loadRecycleComponent()
  },
  {
    path: 'register',
    component: RegisterComponent
  },
  {
    path: 'search',
    component: SearchResultComponent
  },
  {
    path: 'hacking-instructor',
    component: SearchResultComponent
  },
  {
    path: 'score-board', // Must remain as is! Needed for challenge tracking!
    component: ScoreBoardComponent
  },
  {
    path: 'track-result',
    component: TrackResultComponent
  },
  {
    path: 'track-result/new',
    component: TrackResultComponent,
    data: {
      type: 'new'
    }
  },
  {
    path: '2fa/enter',
    component: TwoFactorAuthEnterComponent
  },
  {
    path: 'privacy-security',
    component: PrivacySecurityComponent,
    children: [
      {
        path: 'privacy-policy',
        component: PrivacyPolicyComponent
      },
      {
        path: 'change-password',
        component: ChangePasswordComponent
      },
      {
        path: 'two-factor-authentication',
        component: TwoFactorAuthComponent
      },
      {
        path: 'data-export',
        component: DataExportComponent
      },
      {
        path: 'last-login-ip',
        component: LastLoginIpComponent
      }
    ]
  },
  {
    path: 'juicy-nft',
    component: NFTUnlockComponent
  },
  {
    path: 'wallet-web3',
    loadChildren: async () => await loadWeb3WalletModule()
  },
  {
    path: 'web3-sandbox',
    loadChildren: async () => await loadWeb3SandboxModule()
  },
  {
    path: 'chatbot',
    component: ChatbotComponent,
    children: [
      { path: '', component: ChatWelcomePageComponent },
      { path: 'conversation/:id', component: ChatConversationComponent }
    ]
  },
  {
    path: 'bee-haven',
    loadChildren: async () => await loadFaucetModule()
  },
   {
    matcher: oauthMatcher,
    data: { params: (window.location.href).substr(window.location.href.indexOf('#')) },
    component: OAuthComponent
  },
  {
    matcher: tokenMatcher,
    component: TokenSaleComponent
  },
  {
    path: 'coding-challenge/:challengeKey',
    loadComponent: async () => await loadCodingChallenge()
  },
  {
    path: '403',
    component: ErrorPageComponent
  },
  {
    path: '**',
    component: SearchResultComponent
  }
]",curl -s -X GET 'http://localhost:3000/#/score-board',not_tested
juiceshop_0075,,Security Policy,Miscellaneous_Security_Flaw,CWE-699,Low,"Behave like any ""white-hat"" should before getting into the action.",unknown,unknown,unknown,not_available,Juice Shop challenge [Security Policy] demonstrates Miscellaneous_Security_Flaw (CWE-699) under Miscellaneous.,not_available,not_available,not_tested
juiceshop_0076,,Server-side XSS Protection,Cross_Site_Scripting,CWE-79,High,"Perform a persisted XSS attack with &lt;iframe src=""javascript:alert(`xss`)""&gt; bypassing a server-side security mechanism. (This challenge is potentially harmful on Docker!)",/i,unknown,unknown,not_available,Juice Shop challenge [Server-side XSS Protection] demonstrates Cross_Site_Scripting (CWE-79) under XSS.,not_available,curl -s -X unknown 'http://localhost:3000/i' -d 'unknown=<script>alert(1)</script>' | grep -q '<script>alert(1)</script>' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0077,,Steganography,Security_through_Obscurity,CWE-656,High,Rat out a notorious character hiding in plain sight in the shop. (Mention the exact name of the character),/#/contact,unknown,GET,not_available,Juice Shop challenge [Steganography] demonstrates Security_through_Obscurity (CWE-656) under Security through Obscurity.,not_available,curl -s -X GET 'http://localhost:3000/#/contact',not_tested
juiceshop_0078,,Successful RCE DoS,Insecure_Deserialization,CWE-502,Critical,Perform a Remote Code Execution that occupies the server for a while without using infinite loops. (This challenge is potentially harmful on Docker!),/rest/user/data-export,format,POST,not_available,Juice Shop challenge [Successful RCE DoS] demonstrates Insecure_Deserialization (CWE-502) under Insecure Deserialization.,not_available,curl -s -X POST 'http://localhost:3000/rest/user/data-export',not_tested
juiceshop_0079,,Supply Chain Attack,Vulnerable_Components,CWE-1395,Critical,Inform the development team about a danger to some of their credentials. (Send them the URL of the original report or an assigned CVE or another identifier of this vulnerability),/#/contact,unknown,GET,not_available,Juice Shop challenge [Supply Chain Attack] demonstrates Vulnerable_Components (CWE-1395) under Vulnerable Components.,not_available,curl -s -X GET 'http://localhost:3000/#/contact',not_tested
juiceshop_0080,,Two Factor Authentication,Broken_Authentication,CWE-287,Critical,"Solve the 2FA challenge for user ""wurstbrot"". (Disabling, bypassing or overwriting his 2FA settings does not count as a solution)",unknown,unknown,unknown,not_available,Juice Shop challenge [Two Factor Authentication] demonstrates Broken_Authentication (CWE-287) under Broken Authentication.,not_available,not_available,not_tested
juiceshop_0081,,Unsigned JWT,Vulnerable_Components,CWE-1395,Critical,Forge an essentially unsigned JWT token that impersonates the (non-existing) user jwtn3d@juice-sh.op.,/rest/user/login,Authorization,GET,not_available,Juice Shop challenge [Unsigned JWT] demonstrates Vulnerable_Components (CWE-1395) under Vulnerable Components.,not_available,curl -s -X GET 'http://localhost:3000/rest/user/login',not_tested
juiceshop_0082,,Upload Size,Improper_Input_Validation,CWE-20,Medium,Upload a file larger than 100 kB.,unknown,unknown,unknown,not_available,Juice Shop challenge [Upload Size] demonstrates Improper_Input_Validation (CWE-20) under Improper Input Validation.,not_available,not_available,not_tested
juiceshop_0083,,Upload Type,Improper_Input_Validation,CWE-20,Medium,Upload a file that has no .pdf or .zip extension.,unknown,unknown,unknown,not_available,Juice Shop challenge [Upload Type] demonstrates Improper_Input_Validation (CWE-20) under Improper Input Validation.,not_available,not_available,not_tested
juiceshop_0084,,User Credentials,SQL_Injection,CWE-89,High,Retrieve a list of all user credentials via SQL Injection.,/rest/products/search,q,GET,"export function searchProducts () {
  return (req: Request, res: Response, next: NextFunction) => {
    let criteria: any = req.query.q === 'undefined' ? '' : req.query.q ?? ''
    criteria = (criteria.length <= 200) ? criteria : criteria.substring(0, 200)
    models.sequelize.query(`SELECT * FROM Products WHERE ((name LIKE '%${criteria}%' OR description LIKE '%${criteria}%') AND deletedAt IS NULL) ORDER BY name`)
      .then(([products]: any) => {
        const dataString = JSON.stringify(products)
        for (let i = 0; i < products.length; i++) {
          products[i].name = req.__(products[i].name)
          products[i].description = req.__(products[i].description)
        }
        res.json(utils.queryResultToJson(products))
      }).catch((error: ErrorWithParent) => {
        next(error.parent)
      })
  }
}","Vulnerable code located at line(s) [5]. Security Root Cause & Remediation: Using the built-in replacement (or binding) mechanism of Sequelize is equivalent to creating a Prepared Statement. This prevents tampering with the query syntax through malicious user input as it is ""set in stone"" before the criteria parameter is inserted.","export function searchProducts () {
  return (req: Request, res: Response, next: NextFunction) => {
    let criteria: any = req.query.q === 'undefined' ? '' : req.query.q ?? ''
    criteria = (criteria.length <= 200) ? criteria : criteria.substring(0, 200)
    models.sequelize.query(
        `SELECT * FROM Products WHERE ((name LIKE '%:criteria%' OR description LIKE '%:criteria%') AND deletedAt IS NULL) ORDER BY name`,
        { replacements: { criteria } }
      ).then(([products]: any) => {
        const dataString = JSON.stringify(products)
        for (let i = 0; i < products.length; i++) {
          products[i].name = req.__(products[i].name)
          products[i].description = req.__(products[i].description)
        }
        res.json(utils.queryResultToJson(products))
      }).catch((error: ErrorWithParent) => {
        next(error.parent)
      })
  }
}",curl -s -X GET 'http://localhost:3000/rest/products/search?q='''%20OR%201=1--' | grep -v 'error' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0085,,Video XSS,Cross_Site_Scripting,CWE-79,Critical,Embed an XSS payload &lt;/script&gt;&lt;script&gt;alert(`xss`)&lt;/script&gt; into our promo video. (This challenge is potentially harmful on Docker!),/script,unknown,unknown,not_available,Juice Shop challenge [Video XSS] demonstrates Cross_Site_Scripting (CWE-79) under XSS.,not_available,curl -s -X unknown 'http://localhost:3000/script' -d 'unknown=<script>alert(1)</script>' | grep -q '<script>alert(1)</script>' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0086,,View Basket,Broken_Access_Control,CWE-285,Medium,View another user's shopping basket.,/rest/basket/:id,id,GET,not_available,Juice Shop challenge [View Basket] demonstrates Broken_Access_Control (CWE-285) under Broken Access Control.,not_available,curl -s -o /dev/null -w '%{http_code}' 'http://localhost:3000/rest/basket/:id' | grep -q '401\|403' && echo 'Fixed' || echo 'Vulnerable',not_tested
juiceshop_0087,,Vulnerable Library,Vulnerable_Components,CWE-1395,High,Inform the shop about a high-severity vulnerability caused by one of its directly used dependencies. (Mention the exact library name and version in your comment),/#/contact,unknown,GET,not_available,Juice Shop challenge [Vulnerable Library] demonstrates Vulnerable_Components (CWE-1395) under Vulnerable Components.,not_available,curl -s -X GET 'http://localhost:3000/#/contact',not_tested
juiceshop_0088,,Weird Crypto,Cryptographic_Issues,CWE-327,Low,Inform the shop about an algorithm or library it should definitely not use the way it does.,/#/contact,unknown,GET,not_available,Juice Shop challenge [Weird Crypto] demonstrates Cryptographic_Issues (CWE-327) under Cryptographic Issues.,not_available,curl -s -X GET 'http://localhost:3000/#/contact',not_tested
juiceshop_0089,,Allowlist Bypass,Unvalidated_Redirects,CWE-601,High,Enforce a redirect to a page you are not supposed to redirect to.,/redirect,to,GET,"export const redirectAllowlist = new Set([
  'https://github.com/juice-shop/juice-shop',
  'https://blockchain.info/address/1AbKfgvw9psQ41NbLi8kufDQTezwG8DRZm',
  'https://explorer.dash.org/address/Xr556RzuwX6hg5EGpkybbv5RanJoZN17kW',
  'https://etherscan.io/address/0x0f933ab9fcaaa782d0279c300d73750e1311eae6',
  'http://shop.spreadshirt.com/juiceshop',
  'http://shop.spreadshirt.de/juiceshop',
  'https://www.stickeryou.com/products/owasp-juice-shop/794',
  'http://leanpub.com/juice-shop'
])

export const isRedirectAllowed = (url: string) => {
  let allowed = false
  for (const allowedUrl of redirectAllowlist) {
    allowed = allowed || url.includes(allowedUrl)
  }
  return allowed
}","Vulnerable code located at line(s) [15]. Security Root Cause & Remediation: Using includes allowed any URLs as long as they contained any allow-listed URL, even if it just would be as a parameter. Replacing this with a strict equality check mitigates this lapse and makes the redirect only work for allow-listed URLs.","export const redirectAllowlist = new Set([
  'https://github.com/juice-shop/juice-shop',
  'https://blockchain.info/address/1AbKfgvw9psQ41NbLi8kufDQTezwG8DRZm',
  'https://explorer.dash.org/address/Xr556RzuwX6hg5EGpkybbv5RanJoZN17kW',
  'https://etherscan.io/address/0x0f933ab9fcaaa782d0279c300d73750e1311eae6',
  'http://shop.spreadshirt.com/juiceshop',
  'http://shop.spreadshirt.de/juiceshop',
  'https://www.stickeryou.com/products/owasp-juice-shop/794',
  'http://leanpub.com/juice-shop'
])

export const isRedirectAllowed = (url: string) => {
  let allowed = false
  for (const allowedUrl of redirectAllowlist) {
    allowed = allowed || url === allowedUrl
  }
  return allowed
}",curl -s -X GET 'http://localhost:3000/redirect',not_tested
juiceshop_0090,,XXE Data Access,XML_External_Entity,CWE-611,Medium,Retrieve the content of C:\Windows\system.ini or /etc/passwd from the server. (This challenge is potentially harmful on Docker!),/rest/products/upload,file,POST,not_available,Juice Shop challenge [XXE Data Access] demonstrates XML_External_Entity (CWE-611) under XXE.,not_available,"curl -s -X POST 'http://localhost:3000/rest/products/upload' -H 'Content-Type: application/xml' -d '<?xml version=""1.0""?><!DOCTYPE r [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><r>&xxe;</r>' | grep -q 'root:' && echo 'Vulnerable' || echo 'Fixed'",not_tested
juiceshop_0091,,XXE DoS,XML_External_Entity,CWE-611,Critical,Give the server something to chew on for quite a while. (This challenge is potentially harmful on Docker!),/rest/products/upload,file,POST,not_available,Juice Shop challenge [XXE DoS] demonstrates XML_External_Entity (CWE-611) under XXE.,not_available,"curl -s -X POST 'http://localhost:3000/rest/products/upload' -H 'Content-Type: application/xml' -d '<?xml version=""1.0""?><!DOCTYPE r [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><r>&xxe;</r>' | grep -q 'root:' && echo 'Vulnerable' || echo 'Fixed'",not_tested
juiceshop_0092,,Memory Bomb,Insecure_Deserialization,CWE-502,Critical,Drop some explosive data into a vulnerable file-handling endpoint. (This challenge is potentially harmful on Docker!),/strong,unknown,unknown,not_available,Juice Shop challenge [Memory Bomb] demonstrates Insecure_Deserialization (CWE-502) under Insecure Deserialization.,not_available,curl -s -X unknown 'http://localhost:3000/strong',not_tested
juiceshop_0093,,Zero Stars,Improper_Input_Validation,CWE-20,Low,Give a devastating zero-star feedback to the store.,unknown,unknown,unknown,not_available,Juice Shop challenge [Zero Stars] demonstrates Improper_Input_Validation (CWE-20) under Improper Input Validation.,not_available,not_available,not_tested
juiceshop_0094,,Missing Encoding,Improper_Input_Validation,CWE-20,Low,"Retrieve the photo of Bjoern's cat in ""melee combat-mode"".",unknown,unknown,unknown,not_available,Juice Shop challenge [Missing Encoding] demonstrates Improper_Input_Validation (CWE-20) under Improper Input Validation.,not_available,not_available,not_tested
juiceshop_0095,,Cross-Site Imaging,Security_Misconfiguration,CWE-16,Critical,Stick cute cross-domain kittens all over our delivery boxes.,//cataas,unknown,unknown,not_available,Juice Shop challenge [Cross-Site Imaging] demonstrates Security_Misconfiguration (CWE-16) under Security Misconfiguration.,not_available,curl -s -X unknown 'http://localhost:3000//cataas',not_tested
juiceshop_0096,,Exposed Metrics,Observability_Failures,CWE-778,Low,Find the endpoint that serves usage data to be scraped by a popular monitoring system.,/metrics,not_available,GET,"/* Serve metrics */
let metricsUpdateLoop: any
const Metrics = metrics.observeMetrics()
app.get('/metrics', utils.asyncHandler(metrics.serveMetrics()))
errorhandler.title = `${config.get<string>('application.name')} (Express ${utils.version('express')})`

export async function start (readyCallback?: () => void) {
  const datacreatorEnd = startupGauge.startTimer({ task: 'datacreator' })
  await sequelize.sync({ force: true })
  await preconditionsReady
  await datacreator()
  datacreatorEnd()
  const port = process.env.PORT ?? config.get('server.port')
  process.env.BASE_PATH = process.env.BASE_PATH ?? config.get('server.basePath')

  metricsUpdateLoop = Metrics.updateLoop()

  server.listen(port, () => {
    logger.info(colors.cyan(`Server listening on port ${colors.bold(`${port}`)}`))
    startupGauge.set({ task: 'ready' }, (Date.now() - startTime) / 1000)
    if (process.env.BASE_PATH !== '') {
      logger.info(colors.cyan(`Server using proxy base path ${colors.bold(`${process.env.BASE_PATH}`)} for redirects`))
    }
    registerWebsocketEvents(server)
    if (readyCallback) {
      readyCallback()
    }
    if (process.env.EXIT_ON_READY === 'true') {
      // used to benchmark startup time
      process.exit(0)
    }
  })

}

export function close (exitCode: number | undefined) {
  if (server) {
    clearInterval(metricsUpdateLoop)
    server.close()
  }
  if (exitCode !== undefined) {
    process.exit(exitCode)
  }
}","Vulnerable code located at line(s) [4]. Security Root Cause & Remediation: Access will now be restricted only to users with administrator permissions, which seems reasonable protection, assuming that it is not possible for a regular user to escalate admin priviliges. If that were a risk, the metrics should better be stored behind the scenes not be made accessible via the shop application at all.","/* Serve metrics */
let metricsUpdateLoop: any
const Metrics = metrics.observeMetrics()
app.get('/metrics', security.isAdmin(), utils.asyncHandler(metrics.serveMetrics()))
errorhandler.title = `${config.get<string>('application.name')} (Express ${utils.version('express')})`

export async function start (readyCallback?: () => void) {
  const datacreatorEnd = startupGauge.startTimer({ task: 'datacreator' })
  await sequelize.sync({ force: true })
  await preconditionsReady
  await datacreator()
  datacreatorEnd()
  const port = process.env.PORT ?? config.get('server.port')
  process.env.BASE_PATH = process.env.BASE_PATH ?? config.get('server.basePath')

  metricsUpdateLoop = Metrics.updateLoop()

  server.listen(port, () => {
    logger.info(colors.cyan(`Server listening on port ${colors.bold(`${port}`)}`))
    startupGauge.set({ task: 'ready' }, (Date.now() - startTime) / 1000)
    if (process.env.BASE_PATH !== '') {
      logger.info(colors.cyan(`Server using proxy base path ${colors.bold(`${process.env.BASE_PATH}`)} for redirects`))
    }
    registerWebsocketEvents(server)
    if (readyCallback) {
      readyCallback()
    }
    if (process.env.EXIT_ON_READY === 'true') {
      // used to benchmark startup time
      process.exit(0)
    }
  })

}

export function close (exitCode: number | undefined) {
  if (server) {
    clearInterval(metricsUpdateLoop)
    server.close()
  }
  if (exitCode !== undefined) {
    process.exit(exitCode)
  }
}",curl -s -X GET 'http://localhost:3000/metrics',not_tested
juiceshop_0097,,Misplaced IaC Files,Security_Misconfiguration,CWE-16,Low,Access the misplaced Infrastructure as Code files that were accidentally included in the web application deliverable.,unknown,unknown,unknown,not_available,Juice Shop challenge [Misplaced IaC Files] demonstrates Security_Misconfiguration (CWE-16) under Security Misconfiguration.,not_available,not_available,not_tested
juiceshop_0098,,Deluxe Fraud,Improper_Input_Validation,CWE-20,Medium,Obtain a Deluxe Membership without paying for it.,unknown,unknown,unknown,not_available,Juice Shop challenge [Deluxe Fraud] demonstrates Improper_Input_Validation (CWE-20) under Improper Input Validation.,not_available,not_available,not_tested
juiceshop_0099,,CSRF,Broken_Access_Control,CWE-285,Medium,Change the name of a user by performing Cross-Site Request Forgery from another origin.,//htmledit,unknown,unknown,not_available,Juice Shop challenge [CSRF] demonstrates Broken_Access_Control (CWE-285) under Broken Access Control.,not_available,curl -s -o /dev/null -w '%{http_code}' 'http://localhost:3000//htmledit' | grep -q '401\|403' && echo 'Fixed' || echo 'Vulnerable',not_tested
